PCM_Identifiers,entani論文のPerfectIncorporation,解の非唯一性考慮のPerfectIncorporation,ダミー,,,,,
"Any[""Trial-962_PCM-1"", ""Trial-962_PCM-2"", ""Trial-962_PCM-3""]",14.0084103,13.74365643,13.74365643,,,,,
"Any[""Trial-963_PCM-1"", ""Trial-963_PCM-2"", ""Trial-963_PCM-3""]",14.22138752,14.10544148,14.10544148,,,,,
"Any[""Trial-964_PCM-1"", ""Trial-964_PCM-2"", ""Trial-964_PCM-3""]",18.58304517,18.44539985,18.44539985,,,,,
"Any[""Trial-965_PCM-1"", ""Trial-965_PCM-2"", ""Trial-965_PCM-3""]",15.69776877,15.69776877,16.04582369,,,,,
"Any[""Trial-966_PCM-1"", ""Trial-966_PCM-2"", ""Trial-966_PCM-3""]",11.68321804,11.68321804,12.00338867,,,,,
"Any[""Trial-967_PCM-1"", ""Trial-967_PCM-2"", ""Trial-967_PCM-3""]",13.29694192,13.29694192,15.55819693,,,,,
"Any[""Trial-968_PCM-1"", ""Trial-968_PCM-2"", ""Trial-968_PCM-3""]",17.9992355,17.9992355,19.58048465,,,,,
"Any[""Trial-969_PCM-1"", ""Trial-969_PCM-2"", ""Trial-969_PCM-3""]",16.49005894,15.4218091,15.4218091,,,,,
"Any[""Trial-970_PCM-1"", ""Trial-970_PCM-2"", ""Trial-970_PCM-3""]",13.60478913,13.60478913,14.76181958,,,,,
"Any[""Trial-971_PCM-1"", ""Trial-971_PCM-2"", ""Trial-971_PCM-3""]",15.49712941,15.49712941,17.05002252,,,,,
"Any[""Trial-972_PCM-1"", ""Trial-972_PCM-2"", ""Trial-972_PCM-3""]",16.88199043,16.88199043,19.24244895,,,,,
"Any[""Trial-973_PCM-1"", ""Trial-973_PCM-2"", ""Trial-973_PCM-3""]",14.64978413,14.64978413,14.64978434,,,,,
"Any[""Trial-974_PCM-1"", ""Trial-974_PCM-2"", ""Trial-974_PCM-3""]",15.79264829,15.79264829,16.63552527,,,,,
"Any[""Trial-975_PCM-1"", ""Trial-975_PCM-2"", ""Trial-975_PCM-3""]",15.90624299,15.90624299,19.62438592,,,,,
"Any[""Trial-976_PCM-1"", ""Trial-976_PCM-2"", ""Trial-976_PCM-3""]",11.0903551,11.0903551,12.62030779,,,,,
"Any[""Trial-977_PCM-1"", ""Trial-977_PCM-2"", ""Trial-977_PCM-3""]",20.18799765,19.52670539,19.52670539,,,,,
"Any[""Trial-978_PCM-1"", ""Trial-978_PCM-2"", ""Trial-978_PCM-3""]",14.36594673,14.36594673,14.78738722,,,,,
"Any[""Trial-979_PCM-1"", ""Trial-979_PCM-2"", ""Trial-979_PCM-3""]",18.19439343,16.27801271,16.27801271,,,,,
"Any[""Trial-980_PCM-1"", ""Trial-980_PCM-2"", ""Trial-980_PCM-3""]",14.47954633,14.47954593,14.47954593,,,,,
"Any[""Trial-981_PCM-1"", ""Trial-981_PCM-2"", ""Trial-981_PCM-3""]",9.047052351,9.047052351,9.04705236,,,,,
"Any[""Trial-982_PCM-1"", ""Trial-982_PCM-2"", ""Trial-982_PCM-3""]",16.44203653,16.44203653,16.5725374,,,,,
"Any[""Trial-983_PCM-1"", ""Trial-983_PCM-2"", ""Trial-983_PCM-3""]",17.88964102,17.88964102,18.19439861,,,,,
"Any[""Trial-984_PCM-1"", ""Trial-984_PCM-2"", ""Trial-984_PCM-3""]",14.3340747,14.3340747,15.26853407,,,,,
"Any[""Trial-985_PCM-1"", ""Trial-985_PCM-2"", ""Trial-985_PCM-3""]",18.08714996,18.08714996,18.43177404,,,,,
"Any[""Trial-986_PCM-1"", ""Trial-986_PCM-2"", ""Trial-986_PCM-3""]",10.65749905,10.65749905,10.97766984,,,,,
"Any[""Trial-987_PCM-1"", ""Trial-987_PCM-2"", ""Trial-987_PCM-3""]",14.33406761,14.33406761,14.70817,,,,,
"Any[""Trial-988_PCM-1"", ""Trial-988_PCM-2"", ""Trial-988_PCM-3""]",11.31238054,11.31238054,11.89784102,,,,,
"Any[""Trial-989_PCM-1"", ""Trial-989_PCM-2"", ""Trial-989_PCM-3""]",16.94437632,16.94437632,17.51610734,,,,,
"Any[""Trial-990_PCM-1"", ""Trial-990_PCM-2"", ""Trial-990_PCM-3""]",16.53520185,16.49951538,16.49951538,,,,,
"Any[""Trial-991_PCM-1"", ""Trial-991_PCM-2"", ""Trial-991_PCM-3""]",17.30181986,17.30181986,19.14354624,,,,,
"Any[""Trial-992_PCM-1"", ""Trial-992_PCM-2"", ""Trial-992_PCM-3""]",11.9253708,11.9253708,16.12896154,,,,,
"Any[""Trial-993_PCM-1"", ""Trial-993_PCM-2"", ""Trial-993_PCM-3""]",16.01891865,16.01891865,16.20712948,,,,,
"Any[""Trial-994_PCM-1"", ""Trial-994_PCM-2"", ""Trial-994_PCM-3""]",12.39326828,12.39326828,12.72222166,,,,,
"Any[""Trial-995_PCM-1"", ""Trial-995_PCM-2"", ""Trial-995_PCM-3""]",12.35922529,12.35922529,13.33971958,,,,,
"Any[""Trial-996_PCM-1"", ""Trial-996_PCM-2"", ""Trial-996_PCM-3""]",13.72691744,13.69632556,13.69632556,,,,,
"Any[""Trial-997_PCM-1"", ""Trial-997_PCM-2"", ""Trial-997_PCM-3""]",17.09016184,13.86294196,13.86294196,,,,,
"Any[""Trial-998_PCM-1"", ""Trial-998_PCM-2"", ""Trial-998_PCM-3""]",12.30948863,12.30948863,13.94992545,,,,,
"Any[""Trial-999_PCM-1"", ""Trial-999_PCM-2"", ""Trial-999_PCM-3""]",18.38914734,17.31168818,17.31168818,,,,,
"Any[""Trial-1000_PCM-1"", ""Trial-1000_PCM-2"", ""Trial-1000_PCM-3""]",15.84324792,14.99801216,14.99801216,,,,,
